a,b,c,d,e,f,g,h,i,j,k,l,m,n
55,7,10,16,2,10,0,1,1,0,0,40,19,1
48,4,11,9,2,14,0,4,1,0,0,45,39,0
58,6,11,9,6,5,1,4,1,0,0,80,39,0
23,4,15,10,4,1,1,4,0,0,0,40,39,0
28,7,15,10,4,1,1,4,0,0,0,50,39,0
49,2,15,10,2,4,0,4,1,0,0,46,39,0
51,4,11,9,3,8,4,4,0,0,0,40,39,0
23,4,11,9,5,3,3,4,1,0,0,53,39,0
40,6,11,9,0,4,1,2,1,0,0,50,39,0
59,4,11,9,0,8,1,1,1,0,0,40,3,0
47,4,9,13,0,3,1,4,0,0,0,50,39,0
37,4,11,9,2,14,0,4,1,0,0,50,39,0
39,4,7,12,0,4,4,4,1,1506,0,40,39,0
43,4,15,10,2,3,0,4,1,0,0,60,39,0
40,4,8,11,2,5,0,4,1,0,0,60,39,0
48,4,0,6,2,14,0,4,1,0,0,40,39,1
29,4,6,5,4,12,1,4,0,0,0,48,39,0
48,4,15,10,2,12,0,4,1,0,0,50,39,1
37,4,9,13,4,5,1,4,1,0,0,30,39,0
19,4,11,9,4,12,1,4,1,4101,0,48,39,0
28,4,0,6,4,8,3,2,0,0,0,30,39,0
56,4,4,3,2,3,0,2,1,0,0,40,38,0
45,4,11,9,0,14,3,4,1,0,0,60,39,0
60,7,15,10,2,11,0,4,1,0,0,40,39,0
53,7,12,14,2,4,0,4,1,0,0,42,39,1
37,7,11,9,2,1,0,4,1,0,0,40,39,0
31,4,11,9,2,8,0,4,1,0,0,40,39,0
29,4,8,11,1,5,0,4,1,0,0,44,39,1
31,0,11,9,6,0,4,4,0,0,0,36,39,0
39,4,11,9,2,14,0,2,1,0,0,40,5,0
31,2,9,13,2,10,0,4,1,0,0,40,39,1
42,4,9,13,2,4,0,4,1,15024,0,45,39,1
17,4,1,7,4,6,3,4,0,0,0,16,39,0
19,4,11,9,4,8,3,4,0,0,0,20,39,0
24,4,9,13,4,8,1,1,1,0,0,32,39,0
62,4,11,9,2,5,0,4,1,6418,0,40,39,1
34,4,3,2,4,8,2,4,0,0,0,40,13,0
47,5,12,14,2,4,0,4,1,15024,0,55,39,1
58,4,9,13,4,10,1,4,0,0,0,62,2,0
23,4,8,11,4,10,1,4,0,0,0,36,39,0
33,4,11,9,4,8,4,2,0,0,0,40,39,0
76,4,11,9,6,1,1,4,1,0,0,6,39,0
40,4,11,9,0,4,4,4,0,0,0,50,39,0
28,4,5,4,0,8,4,4,0,0,0,50,39,0
41,4,15,10,2,13,5,4,0,0,0,40,39,0
46,2,11,9,2,11,0,4,1,7688,0,96,39,1
22,1,15,10,4,1,1,4,0,0,0,40,39,0
29,4,8,11,2,6,0,4,1,0,0,40,39,0
26,4,11,9,4,8,4,4,1,0,0,40,39,0
31,4,9,13,4,1,1,4,1,8614,0,40,39,1
22,4,11,9,4,8,1,4,0,0,0,25,39,0
41,4,15,10,4,14,1,2,1,0,0,43,39,0
29,4,11,9,4,14,2,3,1,0,0,40,6,0
60,4,8,11,2,13,0,4,1,7298,0,40,39,1
72,1,11,9,2,1,0,4,1,0,0,40,39,1
41,5,15,10,2,5,0,4,1,0,0,65,39,0
19,4,15,10,4,8,3,4,0,0,0,25,39,0
25,4,9,13,4,8,3,4,1,0,0,40,39,0
24,4,9,13,4,4,1,4,1,0,0,45,39,0
59,4,6,5,2,8,0,4,1,0,0,30,39,0
17,4,1,7,4,3,3,4,1,0,0,30,39,0
59,0,9,13,2,0,0,4,1,0,0,40,39,1
69,0,15,10,4,0,1,4,1,1848,0,1,39,0
25,4,15,10,2,12,0,4,1,2885,0,43,39,0
50,0,11,9,2,0,0,4,1,0,0,60,39,0
29,4,11,9,5,8,1,4,0,0,0,40,39,0
43,4,11,9,2,3,0,4,1,0,0,55,39,0
29,2,15,10,4,8,3,4,0,0,0,10,39,0
29,7,15,10,0,1,4,2,1,0,0,40,39,0
32,2,15,10,2,11,0,4,1,0,0,40,39,1
17,0,0,6,4,0,2,4,1,0,0,6,39,0
50,6,11,9,2,4,0,4,1,0,0,45,39,1
43,4,15,10,2,4,0,4,1,0,0,50,39,0
41,4,11,9,4,7,4,4,0,0,0,40,39,0
32,4,9,13,2,4,5,4,0,0,0,40,39,1
54,7,12,14,4,10,1,4,0,0,0,45,39,1
65,4,11,9,2,4,0,4,1,0,0,40,39,1
18,0,11,9,4,0,3,3,0,0,0,40,39,0
70,5,15,10,2,4,0,4,1,0,0,40,39,1
53,4,12,14,2,4,0,4,1,0,0,55,39,1
37,4,9,13,2,4,0,4,1,0,1977,60,39,1
21,4,15,10,4,14,3,4,1,0,0,30,39,0
20,4,11,9,4,7,3,4,1,0,0,40,39,0
47,7,11,9,0,1,4,4,1,0,0,38,39,0
26,4,11,9,2,4,0,4,1,3942,0,45,39,0
31,4,14,15,4,10,1,4,1,0,0,50,39,0
45,6,15,10,2,14,0,4,1,0,0,40,39,0
35,4,11,9,5,1,4,4,0,0,0,40,39,0
55,4,9,13,2,4,0,4,1,0,0,45,39,1
49,4,12,14,2,10,0,4,1,0,0,50,39,1
33,5,11,9,4,8,4,1,1,0,0,40,40,0
30,1,14,15,4,4,1,4,1,0,0,55,0,0
19,4,15,10,4,8,3,4,1,0,0,15,39,0
48,5,9,13,2,4,0,4,1,0,0,60,39,1
41,4,15,10,0,3,1,4,1,0,0,40,39,1
29,4,9,13,2,13,0,4,1,0,0,35,39,1
47,2,12,14,2,10,0,4,1,0,0,48,39,1
53,2,12,14,2,4,0,2,1,0,0,40,39,1
19,4,15,10,4,1,3,4,0,0,0,10,39,0
71,4,11,9,0,8,1,4,0,0,0,16,39,0
29,4,15,10,4,12,4,4,0,0,0,25,39,0
43,2,15,10,2,8,0,4,1,0,0,40,39,0
23,4,9,13,4,4,1,4,0,0,0,30,39,0
52,4,15,10,0,1,1,4,0,0,0,40,39,0
56,4,9,13,2,12,0,4,1,0,0,40,39,1
28,4,0,6,4,3,1,4,1,0,0,40,39,0
44,6,9,13,2,10,0,4,1,0,0,80,39,0
37,1,9,13,4,10,1,4,0,0,0,40,39,0
30,4,8,11,2,4,0,4,1,0,0,50,39,1
31,2,11,9,2,3,0,4,1,0,0,40,39,0
20,4,15,10,4,12,3,4,0,0,0,25,39,0
64,4,11,9,2,12,0,4,1,0,0,65,39,1
45,4,11,9,2,8,0,4,1,0,0,40,39,0
40,4,15,10,4,4,1,4,1,0,0,50,39,1
19,4,11,9,4,6,3,4,1,0,0,52,39,0
54,4,9,13,0,4,4,4,1,0,0,45,39,1
61,5,10,16,2,4,0,1,1,0,0,40,36,1
18,4,1,7,4,8,3,4,0,0,0,20,39,0
62,0,11,9,2,0,0,4,1,0,0,40,39,1
33,4,8,11,4,3,1,4,1,0,0,40,39,0
51,4,11,9,5,8,1,2,0,0,0,37,39,0
54,4,11,9,2,3,0,4,1,0,0,40,39,0
24,4,15,10,2,11,2,4,1,0,0,24,39,0
54,4,15,10,0,4,4,4,0,0,0,40,11,0
42,4,9,13,2,4,0,4,1,0,0,45,39,1
51,1,12,14,6,12,4,4,1,0,0,50,8,1
41,4,15,10,2,1,5,2,0,0,0,40,39,1
47,2,7,12,5,4,1,4,1,0,1408,40,39,0
31,7,15,10,0,1,4,4,0,0,0,40,39,0
21,4,8,11,4,3,3,2,1,0,0,40,39,0
52,4,15,10,0,4,4,4,0,0,0,40,39,0
20,4,15,10,4,10,3,4,0,0,0,15,39,0
18,4,11,9,4,12,3,4,0,0,0,25,39,0
58,4,11,9,2,9,2,1,0,0,0,60,30,0
23,4,11,9,4,1,4,4,0,0,0,40,39,0
21,4,15,10,4,12,1,4,0,0,0,20,39,0
43,7,8,11,2,11,0,4,1,0,0,40,39,0
53,4,11,9,0,7,3,4,1,0,0,40,39,0
18,4,11,9,2,4,5,4,0,0,0,40,39,0
44,4,9,13,2,4,0,4,1,0,0,40,39,1
31,4,9,13,4,10,1,4,1,0,0,50,39,0
48,4,3,2,2,8,0,4,1,0,0,40,39,0
55,5,12,14,0,10,1,4,0,0,0,35,39,0
24,4,15,10,4,1,3,2,0,0,0,20,39,0
41,7,12,14,2,10,0,4,1,0,0,40,39,1
35,4,11,9,2,3,0,4,1,0,0,40,39,1
47,2,8,11,0,1,1,4,0,0,0,40,39,0
54,4,15,10,2,12,0,4,1,0,0,32,39,0
40,4,9,13,5,12,1,4,1,0,0,40,39,0
56,6,15,10,0,12,4,4,0,0,0,48,39,0
23,4,8,11,4,13,1,4,1,0,0,40,39,0
34,6,11,9,2,3,0,4,1,0,0,60,39,0
27,2,11,9,4,3,4,2,1,0,0,40,39,0
32,4,9,13,4,10,1,4,1,0,0,40,39,1
72,6,15,10,2,5,0,4,1,0,0,74,39,0
43,2,2,8,2,14,0,4,1,0,1579,40,39,0
32,4,7,12,0,10,4,2,0,0,0,35,39,0
53,4,15,10,5,1,3,4,1,0,0,40,5,0
18,4,2,8,4,8,3,4,1,0,0,10,39,0
38,4,0,6,6,14,4,2,1,114,0,40,39,0
41,1,8,11,0,1,3,2,0,0,0,40,39,0
29,4,11,9,4,3,3,4,1,0,0,45,39,0
70,0,15,10,2,0,0,4,1,0,0,4,39,1
46,5,9,13,6,4,1,4,0,0,0,50,0,0
47,4,15,10,2,1,5,4,0,0,0,40,39,0
56,2,15,10,2,1,5,4,0,0,0,15,39,0
28,4,11,9,2,3,0,2,1,2829,0,40,39,0
55,7,14,15,2,10,0,4,1,15024,0,40,39,1
50,7,9,13,3,10,1,4,1,6849,0,40,39,0
47,4,1,7,0,1,4,4,0,0,0,40,39,0
42,5,11,9,2,4,0,4,1,0,0,40,39,0
22,4,15,10,4,7,3,4,1,0,0,25,39,0
42,4,4,3,2,8,0,4,1,0,0,44,26,0
42,1,15,10,0,4,4,1,0,0,0,40,39,0
46,4,11,9,0,4,1,4,0,0,0,40,39,0
45,4,15,10,2,12,0,2,1,15024,0,99,39,1
55,4,11,9,2,4,0,1,1,0,0,55,39,0
57,4,9,13,2,11,0,4,1,0,0,40,39,1
25,4,2,8,4,3,3,4,1,0,0,40,39,0
43,4,11,9,2,14,0,4,1,0,0,30,6,0
34,5,9,13,0,5,1,4,1,0,0,60,39,0
27,2,9,13,0,10,2,4,0,0,0,40,39,0
25,4,11,9,4,7,3,4,0,2176,0,40,39,0
37,4,15,10,4,4,1,4,0,0,0,40,39,0
48,4,15,10,0,12,4,4,1,0,0,45,39,0
38,4,11,9,2,8,0,4,1,0,0,45,39,0
17,4,0,6,4,3,1,4,1,594,0,30,39,0
70,4,8,11,2,7,0,4,1,9386,0,50,39,1
37,4,11,9,0,1,4,4,0,0,0,37,39,0
45,4,11,9,2,3,0,4,1,0,0,46,39,0
56,4,11,9,2,12,0,4,1,0,0,55,39,1
64,4,11,9,2,7,0,4,1,0,0,40,39,0
35,2,15,10,0,1,3,4,0,0,0,38,39,0
23,4,11,9,4,12,3,4,1,0,0,40,39,0
42,2,11,9,2,11,0,4,1,0,0,90,39,0
23,4,15,10,4,6,3,4,1,0,0,30,39,0
26,0,15,10,4,0,3,4,1,0,0,12,39,0
56,2,11,9,2,14,0,4,1,0,0,40,39,1
41,4,9,13,2,10,0,4,1,0,1887,40,39,1
47,6,4,3,2,12,0,4,1,0,2179,50,26,0
21,4,15,10,4,6,3,4,1,0,0,40,39,0
29,4,11,9,4,3,3,2,1,0,0,40,39,0
32,7,15,10,3,5,3,4,1,0,0,50,39,0
72,4,6,5,6,8,4,2,0,0,0,20,39,0
69,6,14,15,2,10,0,4,1,99999,0,40,39,1
19,4,15,10,4,1,2,4,1,0,0,25,39,0
25,2,9,13,4,3,3,4,1,0,0,25,39,0
56,4,15,10,2,12,0,4,1,0,1848,50,39,1
42,4,12,14,4,10,1,4,0,8614,0,50,39,1
58,4,9,13,0,4,4,4,0,0,0,35,39,0
24,4,9,13,4,13,3,4,1,0,0,40,39,0
41,4,8,11,2,13,5,4,0,0,0,38,39,1
40,4,0,6,2,4,0,4,1,0,0,40,39,1
37,4,11,9,2,8,0,4,1,0,0,45,0,0
25,4,7,12,0,1,4,4,0,0,0,40,39,0
43,5,9,13,2,12,3,1,0,0,0,40,30,1
36,4,11,9,4,3,3,4,1,0,0,40,39,0
41,4,11,9,2,7,0,4,1,0,0,40,39,0
31,4,9,13,4,10,1,4,0,0,0,40,39,0
22,4,11,9,4,4,3,4,0,0,0,40,39,0
36,4,8,11,2,3,0,4,1,0,0,40,39,0
42,4,0,6,2,7,0,4,1,0,0,40,39,0
29,4,11,9,2,3,0,4,1,0,0,60,39,0
25,4,11,9,4,1,4,4,0,0,0,46,39,0
23,4,9,13,4,4,1,4,1,0,0,40,39,0
34,4,11,9,5,12,4,2,0,0,0,20,39,0
27,4,11,9,2,1,0,4,1,2580,0,45,39,0
32,4,9,13,2,12,0,2,1,15024,0,50,39,1
33,4,15,10,3,10,1,4,1,0,0,40,39,0
38,4,9,13,0,4,1,4,0,0,0,55,39,0
21,4,15,10,4,7,3,4,1,0,0,30,0,0
39,4,8,11,2,3,0,4,1,0,0,40,39,0
50,4,9,13,2,4,0,4,1,0,0,40,39,1
32,4,15,10,4,1,1,4,1,0,0,30,39,0
40,1,11,9,2,4,0,4,1,0,0,40,39,1
58,1,15,10,2,4,0,4,1,15024,0,40,39,1
20,4,11,9,4,1,3,4,0,0,0,20,39,0
63,0,11,9,0,0,1,4,0,0,2205,40,39,0
56,4,9,13,2,1,0,4,1,0,0,50,39,0
30,2,9,13,2,11,0,4,1,0,0,40,39,0
39,4,15,10,0,4,4,4,0,0,0,39,39,0
25,4,7,12,4,10,1,4,1,0,0,50,39,1
33,4,11,9,2,7,0,4,1,0,0,40,39,1
41,7,9,13,4,10,1,4,1,0,0,40,39,0
50,4,15,10,0,3,1,4,1,0,0,40,39,0
44,4,15,10,2,14,0,4,1,0,0,40,39,0
27,4,9,13,4,4,1,4,1,0,0,40,39,0
27,4,9,13,4,10,1,1,1,13550,0,40,39,1
58,4,4,3,2,7,0,4,1,0,0,40,22,0
25,4,15,10,4,13,3,4,1,0,0,15,26,0
31,4,11,9,2,7,5,0,0,0,0,40,39,0
39,4,11,9,2,4,0,4,1,0,0,50,39,1
55,4,8,11,2,3,0,4,1,0,0,40,39,1
22,4,8,11,4,8,3,4,0,0,0,12,39,0
44,4,7,12,5,4,1,4,1,0,0,40,39,0
41,0,8,11,2,0,5,4,0,0,1628,5,0,0
44,4,2,8,0,14,1,4,0,0,0,40,39,0
61,4,5,4,2,5,0,4,1,0,0,54,39,0
32,4,8,11,2,7,0,4,1,0,0,40,39,0
35,4,9,13,2,4,0,4,1,0,0,45,39,1
28,4,15,10,2,3,0,4,1,0,0,40,39,0
57,4,9,13,2,4,0,1,1,0,0,40,30,1
32,4,10,16,2,10,0,4,1,0,0,65,39,1
46,7,5,4,4,8,1,2,0,0,0,40,39,0
26,6,11,9,2,8,5,4,0,0,1579,20,39,0
43,5,11,9,2,3,0,4,1,0,0,40,39,0
62,2,11,9,0,8,1,4,0,0,0,35,39,0
60,7,12,14,2,10,0,1,1,0,0,38,3,1
67,4,11,9,0,12,1,4,0,0,0,20,39,0
19,4,11,9,4,12,4,2,0,0,0,30,39,0
55,0,11,9,4,0,1,4,0,0,0,40,39,0
48,4,0,6,2,3,0,4,1,0,0,65,39,1
19,7,11,9,4,1,1,4,0,0,0,20,39,0
19,4,15,10,4,8,1,4,0,0,0,30,39,0
43,4,11,9,0,4,4,4,0,0,0,40,39,0
31,4,10,16,2,10,5,4,0,0,0,90,39,0
65,4,15,10,2,4,5,4,0,0,0,45,39,0
32,4,11,9,4,7,1,4,0,0,0,40,39,0
36,7,12,14,2,10,0,4,1,0,0,40,39,1
41,4,11,9,2,7,0,4,1,0,0,40,26,0
33,2,15,10,2,11,0,4,1,3908,0,40,39,0
72,0,0,6,0,0,1,4,1,0,0,12,39,0
34,4,9,13,2,12,0,4,1,0,1977,50,39,1
27,4,15,10,4,3,1,4,1,0,0,45,39,0
75,5,1,7,4,4,1,4,1,0,0,50,39,0
39,0,0,6,6,0,4,4,0,0,0,15,39,0
51,4,11,9,2,3,0,4,1,0,1887,40,39,1
47,4,11,9,2,5,0,4,1,0,0,40,39,0
31,4,15,10,4,10,1,4,1,0,0,40,39,0
40,4,12,14,4,4,1,4,0,0,0,40,39,1
48,4,11,9,0,12,1,4,0,0,0,30,39,0
36,2,9,13,4,11,1,2,1,0,0,40,39,0
18,4,11,9,4,8,3,4,1,0,0,20,39,0
33,4,11,9,4,4,1,4,0,0,0,40,39,0
34,4,12,14,2,12,0,4,1,0,0,40,39,0
51,4,15,10,2,3,0,4,1,3103,0,48,39,1
39,7,7,12,0,10,1,4,0,0,0,40,39,0
20,4,11,9,4,8,3,4,1,0,0,35,39,0
67,2,15,10,0,1,1,2,0,0,0,20,39,0
42,4,8,11,4,1,1,4,0,0,0,60,39,0
59,4,1,7,2,7,0,4,1,0,0,40,39,0
31,2,11,9,4,11,1,2,1,0,0,40,39,0
19,4,15,10,4,8,4,2,0,2036,0,30,39,0
47,4,15,10,0,4,1,4,0,0,0,48,39,0
68,4,5,4,2,8,0,4,1,0,0,30,39,0
30,4,15,10,2,6,0,4,1,0,0,40,39,0
34,4,11,9,4,6,1,4,1,0,0,60,39,0
49,4,5,4,2,7,0,4,1,0,0,40,39,0
38,4,15,10,2,3,0,4,1,0,0,40,39,1
60,4,15,10,2,12,0,4,1,7298,0,40,39,1
51,4,15,10,2,12,0,4,1,0,0,40,0,1
24,4,9,13,4,1,1,4,1,0,0,40,39,0
18,4,15,10,4,6,3,2,0,0,1602,35,39,0
24,4,9,13,4,4,3,4,0,0,0,40,39,0
21,4,4,3,2,8,0,4,1,0,0,40,26,0
48,2,11,9,2,13,5,4,0,0,1848,40,39,1
52,2,6,5,2,8,5,4,0,0,0,40,39,0
48,4,11,9,0,6,1,4,1,0,0,40,39,0
40,1,9,13,2,10,0,4,1,7688,0,66,39,1
29,0,1,7,0,0,1,4,0,3418,0,48,39,0
20,4,15,10,4,13,3,4,0,0,0,20,39,0
31,4,11,9,0,12,4,4,0,0,0,25,39,0
30,4,15,10,2,4,0,4,1,0,0,50,39,0
30,4,11,9,4,3,4,4,1,0,0,40,0,0
51,4,11,9,4,6,3,4,0,0,0,40,39,0
29,4,8,11,0,4,1,4,0,0,0,40,39,0
56,6,12,14,4,12,1,4,1,0,0,16,39,0
46,4,9,13,5,13,4,4,0,0,0,40,39,0
41,4,15,10,5,10,3,4,0,0,3900,40,39,0
29,4,4,3,4,8,2,4,0,0,0,40,8,0
48,6,11,9,2,4,0,1,1,0,0,30,35,0
34,5,11,9,0,12,1,4,0,0,0,50,39,0
42,6,8,11,2,4,0,4,1,0,0,50,39,0
25,4,11,9,4,8,4,4,0,0,0,30,4,0
47,4,1,7,0,8,4,2,0,0,0,40,39,0
23,4,11,9,4,12,3,4,1,0,0,40,39,0
43,2,8,11,2,14,0,4,1,0,0,22,39,0
19,2,15,10,4,8,3,2,0,0,0,35,39,0
22,4,11,9,4,6,3,4,1,0,0,40,39,0
40,2,9,13,0,10,4,4,0,0,0,70,39,0
41,6,8,11,2,3,0,4,1,0,0,40,41,0
71,5,9,13,2,4,0,4,1,0,2392,60,39,1
42,4,11,9,2,1,0,4,1,0,0,45,39,0
31,7,9,13,4,1,1,4,1,0,0,47,39,0
69,0,15,10,2,0,0,4,1,0,0,32,39,0
58,6,11,9,2,5,0,4,1,0,0,70,39,0
36,4,1,7,6,8,4,2,0,0,0,12,39,0
31,4,11,9,2,14,0,4,1,0,0,65,39,0
20,0,15,10,4,0,3,3,0,594,0,35,39,0
41,4,11,9,4,1,1,4,0,0,0,40,39,0
35,4,15,10,2,3,0,4,1,0,0,40,39,0
62,0,5,4,2,0,0,4,1,0,0,40,39,0
28,4,9,13,4,10,3,4,0,0,0,15,39,0
27,4,2,8,2,5,3,4,1,0,0,55,39,0
17,4,1,7,4,6,3,4,1,0,0,40,2,0
35,6,11,9,0,12,1,4,1,0,0,50,39,1
45,6,15,10,2,8,5,4,0,0,0,99,39,0
44,4,9,13,0,1,4,4,0,0,0,40,39,0
27,4,8,11,4,8,1,1,0,0,0,40,30,0
51,4,6,5,2,3,0,4,1,0,0,40,39,0
49,4,11,9,6,8,1,4,0,0,0,45,39,0
64,6,0,6,2,10,0,4,1,0,0,10,39,1
54,6,5,4,0,14,1,4,1,0,0,45,5,0
43,4,11,9,2,3,0,3,1,0,0,40,26,0
32,4,11,9,0,3,4,4,1,0,0,35,39,0
36,4,7,12,4,12,1,2,1,10520,0,43,39,1
26,6,11,9,4,12,2,1,1,0,0,50,39,1
37,4,9,13,2,4,0,4,1,0,0,50,39,1
38,4,7,12,0,1,4,4,0,0,0,40,39,0
26,4,2,8,2,3,0,4,1,0,0,40,39,0
50,4,9,13,2,3,0,4,1,0,1887,50,39,1
47,4,15,10,2,3,0,4,1,7298,0,40,39,1
42,4,11,9,0,7,1,4,0,0,0,40,39,0
66,2,11,9,6,14,1,2,0,0,0,40,39,0
43,4,11,9,5,1,1,2,0,0,0,32,39,0
37,4,9,13,2,10,0,4,1,0,0,45,39,1
37,4,0,6,0,4,4,4,0,0,0,35,39,0
25,4,15,10,4,13,3,4,0,0,0,40,39,0
29,4,9,13,2,3,0,4,1,0,0,50,39,1
63,0,11,9,2,0,0,4,1,0,0,40,39,1
50,6,7,12,2,7,0,4,1,3103,0,40,39,1
42,7,12,14,4,10,1,4,1,0,0,70,39,0
32,4,11,9,4,3,3,4,1,0,0,40,39,0
42,7,15,10,2,11,0,4,1,0,0,40,39,1
41,6,11,9,2,4,0,4,1,0,0,50,39,0
25,4,9,13,4,12,1,4,1,3325,0,40,39,0
65,5,11,9,2,12,0,4,1,0,0,50,39,0
32,4,15,10,2,7,0,4,1,0,0,50,39,0
32,4,11,9,4,3,4,4,1,0,0,10,39,0
24,4,15,10,2,3,0,4,1,0,0,60,39,0
51,1,11,9,0,4,1,4,0,0,0,40,39,0
67,0,0,6,4,0,1,2,0,0,0,35,39,0
28,4,1,7,3,8,4,4,0,0,0,35,39,0
32,5,15,10,2,4,0,4,1,0,0,55,39,1
77,4,14,15,2,4,0,4,1,0,0,40,39,0
47,4,11,9,0,1,4,4,0,0,0,20,39,0
26,4,11,9,4,6,1,4,1,0,0,40,39,0
20,4,15,10,4,6,3,4,1,0,0,20,39,0
57,7,15,10,2,10,0,2,1,0,0,35,39,1
40,4,10,16,2,10,0,4,1,0,0,45,39,0
50,4,12,14,2,12,0,4,1,0,0,40,39,1
19,4,5,4,2,6,3,4,1,0,0,45,26,0
54,1,2,8,2,1,0,4,1,0,0,40,39,0
51,2,15,10,2,11,0,4,1,0,0,40,39,1
51,2,9,13,2,1,0,4,1,0,0,50,39,1
38,7,15,10,2,11,0,4,1,7688,0,40,39,1
68,0,9,13,2,0,0,4,1,0,0,25,39,0
17,4,2,8,4,12,3,4,0,0,0,20,39,0
32,4,9,13,4,4,1,4,1,0,0,40,39,0
29,4,15,10,2,3,0,4,1,0,0,45,39,0
42,4,15,10,0,12,4,4,1,0,0,40,39,0
40,4,11,9,0,4,4,4,0,0,0,40,39,0
27,4,15,10,2,3,0,4,1,0,0,40,39,0
22,7,9,13,4,10,3,4,0,0,0,20,39,0
58,4,1,7,6,8,1,4,0,0,0,40,39,0
61,4,9,13,2,12,0,4,1,0,0,45,39,1
42,4,9,13,2,3,5,2,0,0,0,35,39,1
49,4,12,14,3,11,1,1,1,0,0,40,19,0
41,5,9,13,2,4,0,4,1,0,0,40,0,0
43,4,11,9,0,7,1,2,0,0,0,40,39,0
46,4,9,13,0,12,4,4,1,0,0,40,39,1
28,4,11,9,2,14,0,4,1,0,0,45,39,1
39,6,15,10,2,12,0,4,1,7688,0,50,39,1
50,2,15,10,2,3,0,4,1,7688,0,40,39,1
57,4,15,10,3,1,1,4,1,0,0,40,39,0
47,4,11,9,2,8,5,4,0,0,0,38,39,0
79,6,11,9,2,5,0,4,1,0,0,40,39,0
40,4,11,9,2,9,5,4,0,0,0,45,39,0
35,1,9,13,2,10,0,1,1,0,0,40,40,0
35,2,9,13,2,4,0,4,1,0,1740,80,39,0
30,4,9,13,2,8,0,4,1,0,0,60,39,1
26,4,0,6,4,5,1,2,1,0,0,40,39,0
49,4,11,9,4,14,4,2,0,1506,0,40,39,0
48,4,11,9,2,3,0,4,1,0,0,40,39,0
22,4,15,10,4,8,1,4,1,0,0,45,39,0
22,4,1,7,4,8,3,4,0,0,0,30,39,0
50,4,0,6,5,1,1,2,0,0,0,47,23,0
47,6,11,9,2,5,0,4,1,0,0,60,39,0
36,4,11,9,2,14,0,4,1,0,0,50,39,0
44,4,7,12,2,3,0,4,1,0,0,40,39,1
73,4,6,5,6,8,4,4,0,0,0,9,39,0
24,0,11,9,4,0,1,1,0,0,0,45,0,0
34,4,9,13,2,10,0,4,1,0,0,40,39,1
37,4,15,10,2,3,0,1,1,0,0,40,17,0
28,0,2,8,2,0,5,4,0,0,0,20,11,0
46,4,15,10,2,1,5,4,0,0,0,40,39,1
20,0,15,10,4,0,3,4,0,0,0,35,39,0
29,4,4,3,2,5,0,4,1,0,0,40,26,0
24,4,8,11,2,3,0,4,1,0,0,40,39,0
29,7,15,10,4,10,1,4,1,0,0,35,39,0
18,4,2,8,4,1,3,4,0,0,0,20,39,0
41,4,9,13,0,4,4,2,0,0,0,90,39,1
59,4,11,9,2,3,0,4,1,0,0,40,39,1
27,4,4,3,4,5,4,4,1,0,0,50,39,0
50,4,7,12,2,3,0,4,1,0,0,45,39,0
25,4,3,2,4,7,1,4,1,0,0,24,26,0
42,4,9,13,0,4,4,4,0,0,0,45,39,0
36,4,15,10,2,3,0,4,1,0,0,40,24,0
62,4,15,10,2,1,0,4,1,0,0,60,39,1
71,4,8,11,4,1,1,4,0,0,0,40,39,0
38,4,9,13,0,4,1,4,1,0,0,55,39,1
44,4,11,9,3,1,4,2,0,0,0,40,39,0
19,0,0,6,4,0,3,4,1,0,0,30,39,0
49,6,15,10,2,5,0,4,1,0,0,60,39,0
60,5,9,13,2,10,0,4,1,7688,0,40,39,1
28,6,11,9,2,4,0,4,1,0,0,40,31,0
26,4,9,13,4,12,1,4,0,0,0,55,39,0
18,4,1,7,4,6,3,4,1,0,0,12,39,0
43,4,8,11,2,3,0,4,1,0,0,50,39,1
65,2,2,8,6,4,1,4,1,2009,0,44,39,0
23,4,0,6,4,3,3,4,1,0,0,44,39,0
21,4,15,10,4,8,3,4,0,0,0,35,39,0
20,6,11,9,4,5,3,4,1,0,0,40,39,0
19,4,15,10,4,12,3,1,0,0,0,18,30,0
77,4,11,9,6,1,1,4,0,0,0,32,39,0
32,4,8,11,2,13,0,4,1,0,0,40,39,0
37,2,15,10,2,14,0,4,1,0,0,30,39,0
29,6,11,9,2,14,0,4,1,0,0,45,39,0
59,4,10,16,2,10,0,4,1,0,2415,45,39,1
22,4,15,10,4,3,3,4,1,0,0,40,39,0
30,0,9,13,2,0,5,4,0,0,0,20,39,0
31,4,11,9,2,3,0,4,1,0,0,48,39,1
59,6,11,9,2,12,0,4,1,0,0,60,39,0
29,1,15,10,4,8,1,4,0,0,0,40,39,1
56,4,11,9,2,3,0,4,1,0,0,50,39,1
19,4,15,10,4,1,3,4,0,0,0,20,39,0
37,4,11,9,2,5,0,4,1,0,0,40,39,0
58,7,12,14,2,4,0,4,1,0,0,40,39,1
41,4,12,14,2,4,0,4,1,0,0,40,39,1
29,4,11,9,4,12,4,4,1,0,0,38,39,0
38,6,11,9,2,4,0,4,1,0,0,50,39,0
36,4,12,14,2,10,0,4,1,0,1977,50,39,1
19,4,15,10,4,3,3,4,1,594,0,40,39,0
46,4,11,9,2,4,5,4,0,0,0,28,39,1
42,4,12,14,2,10,5,4,0,0,0,45,39,1
29,4,15,10,4,12,1,4,0,0,0,40,39,0
